"SP500.Volume","seasonal","trend","remainder"
4752860000,291786778.705398,4922461663.66572,-461388442.371119
4928420000,291786778.705398,4913653442.14291,-277020220.848304
5103980000,309978938.652042,4904845220.62009,-110844159.272132
4441040000,309978938.652042,4926140242.79647,-795079181.448517
4465170000,309978938.652042,4947435264.97286,-792244203.624901
4586370000,309978938.652042,4954759307.36541,-678368246.01745
4780430000,470777478.290735,4962083349.75796,-652430828.048693
4974490000,470777478.290735,4972953841.2091,-469241319.499837
5168550000,470777478.290735,4983824332.66025,-286051810.950981
4681370000,470777478.290735,4977823040.58761,-767230518.878345
4986740000,481217395.110596,4971821748.51497,-466299143.625569
4479730000,481217395.110596,4912419861.54561,-913907256.656203
5248890000,481217395.110596,4853017974.57624,-85345369.6868362
4917323333.33,481217395.110596,4814886539.37044,-378780601.151031
4585756666.67,425085385.797441,4776755104.16463,-616083823.29207
4254190000,425085385.797441,4782497801.41624,-953393187.213679
4315610000,425085385.797441,4788240498.66785,-897715884.465289
4728550000,425085385.797441,4823722401.55851,-520257787.355952
6703140000,305939271.988561,4859204304.44918,1537996423.56226
5639930000,305939271.988561,4922474442.93307,411516285.078374
5347563333.33,305939271.988561,4985744581.41695,55879479.9244843
5055196666.67,305939271.988561,5009404353.85803,-260146959.176591
4762830000,222343696.67627,5033064126.29911,-492577822.975376
5548130000,222343696.67627,5006870386.24883,318915917.074905
4787920000,222343696.67627,4980676646.19854,-415100342.874813
5285740000,222343696.67627,4972466078.0903,90930225.2334347
4416790000,203843948.029851,4964255509.98205,-751309458.011899
4834640000,203843948.029851,4966817425.98952,-336021374.019372
5252490000,203843948.029851,4969379341.99699,79266709.973155
5670340000,203843948.029851,4991636031.24701,474860020.723144
3714670000,205973455.500787,5013892720.49702,-1505196175.9978
2510620000,205973455.500787,4987126964.973,-2682480420.47379
5098330000,205973455.500787,4960361209.44898,-68004664.9497709
5580380000,205973455.500787,4874077217.07047,500329327.428741
5202520000,282176603.001214,4787793224.69196,132550172.306824
4824660000,282176603.001214,4699630664.19632,-157147267.197537
4446800000,282176603.001214,4611468103.70068,-446844706.701898
4424500000,282176603.001214,4513150606.52232,-370827209.523535
5355360000,294840858.033782,4414833109.34396,645686032.62226
4436270000,294840858.033782,4367931863.46185,-226502721.495627
4116690000,294840858.033782,4321030617.57973,-499181475.613516
4178026666.67,294840858.033782,4325254891.21933,-442069082.583112
4239363333.33,262023205.030398,4329479164.85893,-352139036.559325
4300700000,262023205.030398,4366799025.93285,-328122230.963248
4840170000,262023205.030398,4404118887.00677,174027907.962829
4846390000,262023205.030398,4443046147.56073,141320647.408868
4870290000,349009438.514988,4481973408.11469,39307153.3703184
4980770000,349009438.514988,4504971772.95859,126788788.526422
4756973333.33,349009438.514988,4527970137.80249,-120006242.987475
4533176666.67,349009438.514988,4513017133.2764,-328849905.121384
4309380000,613013558.479797,4498064128.7503,-801697687.230101
4473970000,613013558.479797,4444415696.67463,-583459255.154425
4873530000,613013558.479797,4390767264.59895,-130250823.078749
6367610000,613013558.479797,4336243383.14077,1418353058.37944
4536690000,597519074.291979,4281719501.68258,-342548575.974558
4461196666.67,597519074.291979,4227339868.6828,-363662276.30478
4385703333.33,597519074.291979,4172960235.68302,-384775976.645002
4310210000,597519074.291979,4098343138.98407,-385652213.276051
5645540000,365068372.374673,4023726042.28512,1256745585.34021
4110530000,365068372.374673,3957067068.80823,-211605441.182906
4849140000,365068372.374673,3890408095.33134,593663532.293983
3830650000,365068372.374673,3856491755.50408,-390910127.878753
3697013333.33,186733925.288604,3822575415.67682,-312296007.635419
3563376666.67,186733925.288604,3826680190.95563,-450037449.574229
3429740000,186733925.288604,3830784966.23444,-587778891.523039
3908490000,186733925.288604,3825434844.10705,-103678769.395652
4659740000,105437208.395655,3820084721.97966,734218069.624685
4002760000,105437208.395655,3825999926.46188,71322865.1424656
3370180000,105437208.395655,3831915130.9441,-567172339.339753
3320013333.33,105437208.395655,3847018118.82129,-632441993.886941
3269846666.67,104269586.46436,3862121106.69847,-696544026.492833
3219680000,104269586.46436,3887533029.93643,-772122616.40079
3599300000,104269586.46436,3912944953.17439,-417914539.638748
4085010000,104269586.46436,3969347934.66932,11392478.8663225
4596450000,136336509.361007,4025750916.16425,434362574.474744
3827610000,136336509.361007,4090829678.31143,-399556187.672438
3901763333.33,136336509.361007,4155908440.45861,-390481616.48962
3975916666.67,136336509.361007,4187142579.8468,-347562422.537807
4050070000,152933063.192137,4218376719.23499,-321239782.427123
3911710000,152933063.192137,4294277666.48069,-535500729.672828
3798940000,152933063.192137,4370178613.7264,-724171676.918533
2731570000,152933063.192137,4437159344.69056,-1858522407.88269
1664200000,35813724.7025227,4504140075.65471,-2875753800.35724
2416383333.33,35813724.7025228,4540276714.16236,-2159707105.53488
3168566666.67,35813724.7025228,4576413352.67,-1443660410.70252
3920750000,35813724.7025228,4573044981.01378,-688108705.716302
3992650000,-142870230.56964,4569676609.35756,-434156378.787917
5801910000,-142870230.56964,4528345237.25267,1416434993.31697
3818680000,-142870230.56964,4487013865.14778,-525463634.57814
4144310000,-142870230.56964,4394281645.4692,-107101414.899556
4145560000,-243506717.325725,4301549425.79061,87517291.5351133
4146810000,-243506717.325725,4249090636.04882,141226081.276907
4148060000,-243506717.325725,4196631846.30702,194934871.018702
3734230000,-243506717.325725,4150143884.31916,-172407166.993431
4160540000,-223130558.106433,4103655922.33129,280014635.775145
4298370000,-223130558.106433,4056487493.27281,465013064.833624
3830610000,-223130558.106433,4009319064.21433,44421493.8921022
3753930000,-223130558.106433,3976753257.68287,307300.423561096
3677250000,-150736875.273673,3944187451.15141,-116200575.87774
3600570000,-150736875.273673,3924027024.41856,-172720149.144882
4121570000,-150736875.273673,3903866597.6857,368440277.587976
4298290000,-150736875.273673,3900343255.08687,548683620.186799
3810340000,-67819017.0201257,3896819912.48805,-18660895.4679251
5345800000,-67819017.0201257,3862278611.88776,1551340405.13236
4783806666.67,-67819017.0201257,3827737311.28748,1023888372.40265
4221813333.33,-67819017.0201257,3774840322.05696,514792028.293163
3659820000,-29970107.1693812,3721943332.82645,-32153225.6570683
4055590000,-29970107.1693812,3661528384.66969,424031722.499694
2959020000,-29970107.1693812,3601113436.51292,-612123329.343544
3492250000,-29970107.1693812,3603331378.0263,-81111270.8569221
2233830000,-42055252.7383543,3605549319.53968,-1329664066.80133
2208020000,-42055252.7383543,3640519590.15878,-1390444337.42043
2182210000,-42055252.7383543,3675489860.77788,-1451224608.03953
2156400000,-42055252.7383543,3735038633.47633,-1536583380.73797
2130590000,-55664272.4037361,3794587406.17477,-1608333133.77104
2349980000,-55664272.4037361,3886437333.99874,-1480793061.595
2278130000,-55664272.4037361,3978287261.8227,-1644492989.41897
2271850000,-55664272.4037361,4002526253.20679,-1675011980.80305
2689815000,-14630947.8610388,4026765244.59088,-1322319296.72984
3107780000,-14630947.8610388,4022875804.07162,-900464856.210583
3525745000,-14630947.8610388,4018986363.55237,-478610415.691327
3943710000,-14630947.8610388,3982263722.46838,-23922774.6073442
3592580000,-249069480.266108,3945541081.3844,-103891601.118292
4315950000,-42331069.1773962,3890373460.81438,467907608.363019
3656830000,-42331069.1773962,3835205840.24435,-136044771.066958
3561753333.33,-42331069.1773962,3795177121.96705,-191092719.459655
3466676666.67,-42331069.1773962,3755148403.68975,-246140667.842351
3371600000,56484446.0082264,3721074734.27391,-405959180.282139
4221960000,56484446.0082264,3687001064.85808,478474489.133696
3968120000,56484446.0082264,3654332889.63016,257302664.361619
4019890000,56484446.0082264,3621664714.40223,341740839.589541
3692370000,-23585793.2545224,3593466108.39609,122489684.858428
3771900000,-23585793.2545224,3565267502.38996,230218290.864566
3851430000,-23585793.2545224,3520361625.39884,354654167.85568
3930960000,-23585793.2545224,3475455748.40773,479090044.846794
4010490000,28624120.8213325,3437956965.39618,543908913.782491
4096160000,28624120.8213325,3400458182.38462,667077696.794044
4465890000,28624120.8213325,3398484414.68066,1038781464.498
3912620000,28624120.8213325,3396510646.9767,487485232.201964
3865383333.33,111463822.522804,3427097172.55213,326822338.255069
3818146666.67,111463822.522804,3457683698.12755,248999146.019645
3770910000,111463822.522804,3479420252.07455,180025925.402649
3693560000,111463822.522804,3501156806.02154,80939371.4556537
4410910000,77642538.9000186,3517753069.65178,815514391.448203
4522070000,77642538.9000186,3534349333.28201,910078127.817968
4007380000,77642538.9000186,3562709333.53575,367028127.564233
3891256666.67,77642538.9000186,3591069333.78948,222544793.980498
3775133333.33,18551908.2016217,3601759386.64287,154822038.48551
3659010000,18551908.2016217,3612449439.49625,28008652.3021255
4235550000,18551908.2016217,3591034128.8304,625963962.967974
4504360000,18551908.2016217,3569618818.16456,916189273.633823
4120920000,25690537.4484744,3551673242.13665,543556220.414876
4608550000,25690537.4484744,3533727666.10875,1049131796.44278
4198933333.33,25690537.4484744,3529270290.40932,643972505.472208
3789316666.67,25690537.4484744,3524812914.70989,238813214.511637
3379700000,105501076.812208,3515369570.73552,-241170647.547726
3742460000,105501076.812208,3505926226.76115,131032696.426645
4096730000,105501076.812208,3519657125.58838,471571797.599417
4209890000,105501076.812208,3533388024.4156,571000898.772188
3877580000,197982092.689043,3591057556.0074,88540351.3035526
3791066666.67,197982092.689043,3648727087.59921,-55642513.6182485
3704553333.33,197982092.689043,3694038174.5513,-187466933.910348
3618040000,197982092.689043,3739349261.5034,-319291354.192447
3889520000,360374479.870991,3762878737.96342,-233733217.834415
4080340000,360374479.870991,3786408214.42344,-66442694.294435
4108880000,360374479.870991,3814269018.04397,-65763497.9149656
3717640000,360374479.870991,3842129821.6645,-484864301.535496
3737030000,568094099.609357,3838190156.85631,-669254256.465665
3756420000,568094099.609357,3834250492.04811,-645924591.657469
3775810000,568094099.609357,3791186746.56488,-583470846.174232
3795200000,568094099.609357,3748123001.08164,-521017100.690995
3633710000,660436430.02223,3699615427.56654,-726341857.588772
3786450000,660436430.02223,3651107854.05145,-525094284.073675
3505360000,660436430.02223,3609418878.35936,-764495308.381595
3553203333.33,660436430.02223,3567729902.66728,-674962999.359514
3601046666.67,675882738.961629,3515709335.09859,-590545407.390217
3648890000,675882738.961629,3463688767.52989,-490681506.491522
3579120000,675882738.961629,3403305630.83377,-500068369.795403
4482370000,675882738.961629,3342922494.13765,463564766.900717
3919240000,681622581.66407,3311451330.24716,-73833911.9112253
3283490000,681622581.66407,3279980166.35666,-678112748.020726
3332153333.33,681622581.66407,3245459830.67884,-594929079.012914
3380816666.67,681622581.66407,3210939495.00103,-511745409.995101
3429480000,631820284.630979,3189549918.6656,-391890203.296576
4191060000,631820284.630979,3168160342.33016,391079373.038857
3580380000,631820284.630979,3176202029.32062,-227642313.951595
3543060000,631820284.630979,3184243716.31107,-273004000.942047
3639470000,618049936.165365,3230632933.68214,-209212869.847502
3453603333.33,618049936.165365,3277022151.05321,-441468753.888572
3267736666.67,618049936.165365,3348141842.05696,-698455111.552321
3081870000,618049936.165365,3419261533.06071,-955441469.22607
4386470000,544862450.987761,3524293221.29966,317314327.712576
4502280000,544862450.987761,3629324909.53862,328092639.473619
4271650000,544862450.987761,3667812400.1219,58975148.8903399
5163950000,544862450.987761,3706299890.70518,912787658.307061
4753490000,421156588.614107,3680793131.25379,651540280.1321
4343030000,421156588.614107,3655286371.80241,266587039.583487
3932570000,421156588.614107,3598966725.1548,-87553313.7689071
3695280000,421156588.614107,3542647078.50719,-268523667.121302
3573590000,376730762.695764,3520672971.06223,-323813733.757998
3740590000,376730762.695764,3498698863.61727,-134839626.313037
3472950000,376730762.695764,3525486405.31893,-429267168.01469
3507616666.67,376730762.695764,3552273947.02058,-421388043.046343
3542283333.33,449342963.241645,3601889562.45723,-508949192.368872
3576950000,449342963.241645,3651505177.89387,-523898141.135519
3513640000,449342963.241645,3683295141.3079,-618998104.549541
3892800000,449342963.241645,3715085104.72192,-271628067.963564
3.832e+09,515907241.198309,3743523228.53301,-427430469.731316
3676890000,515907241.198309,3771961352.3441,-610978593.542404
3641930000,515907241.198309,3753920486.57272,-627897727.771026
3606970000,515907241.198309,3735879620.80134,-644816861.999647
3572010000,423505734.674369,3673255248.79607,-524750983.470436
3822090000,423505734.674369,3610630876.7908,-212046611.465165
3938290000,423505734.674369,3572676860.42159,-57892595.0959597
3303740000,423505734.674369,3534722844.05239,-654488578.726755
3345050000,409709036.314941,3504750167.32994,-569409203.644878
3386360000,409709036.314941,3474777490.60749,-498126526.922429
3427670000,409709036.314941,3433016292.16643,-415055328.481374
3468980000,409709036.314941,3391255093.72538,-331984130.040319
4631730000,403843085.507572,3356985292.31153,870901622.180897
3743040000,403843085.507572,3322715490.89769,16481423.5947433
3618280000,403843085.507572,3276144764.8236,-61707850.3311744
3631160000,403843085.507572,3229574038.74952,-2257124.25709152
3612366666.67,422493696.743664,3212504674.79139,-22631704.8650546
3593573333.33,422493696.743664,3195435310.83326,-24355674.2469254
3574780000,422493696.743664,3222923875.02801,-70637571.7716756
3456200000,422493696.743664,3250412439.22276,-216706135.966426
3463140000,482429146.475944,3294439152.82458,-313728299.300522
4180020000,482429146.475944,3338465866.42639,359124987.097662
3833320000,482429146.475944,3398353322.0589,-47462468.5348487
3773833333.33,482429146.475944,3458240777.69142,-166836590.83736
3714346666.67,566775962.846226,3486612775.76907,-339042071.945299
3654860000,566775962.846226,3514984773.84673,-426900736.692955
3617100000,566775962.846226,3487757006.75317,-437432969.599394
3998430000,566775962.846226,3460529239.65961,-28875202.5058327
4034700000,587691281.754545,3432745969.56927,14262748.6761827
3645830000,587691281.754545,3404962699.47894,-346823981.233483
3621890000,587691281.754545,3389247535.68728,-355048817.44183
3597950000,587691281.754545,3373532371.89563,-363273653.650177
3574010000,516527009.308863,3355046715.39385,-297563724.702708
3807950000,516527009.308863,3336561058.89206,-45138068.2009225
3803860000,516527009.308863,3328511468.93474,-41178478.2435989
4004910000,516527009.308863,3320461878.97741,167921111.713725
3975140000,662536386.185508,3338196933.09485,-25593319.2803621
3836556666.67,662536386.185508,3355931987.2123,-181911706.727803
3697973333.33,662536386.185508,3381654752.74249,-346217805.597995
3559390000,662536386.185508,3407377518.27268,-510523904.458187
4261670000,638996737.37264,3438955297.16243,183717965.464935
4288540000,638996737.37264,3470533076.05217,179010186.575189
3727990000,638996737.37264,3521752131.63091,-432758869.003551
3869070000,638996737.37264,3572971187.20965,-342897924.582291
3808753333.33,451828658.725166,3642838242.86044,-285913568.255604
3748436666.67,451828658.725166,3712705298.51122,-416097290.56639
3688120000,451828658.725166,3780921305.61991,-544629964.345076
4114040000,451828658.725166,3849137312.7286,-186925971.453762
4280420000,459578035.382206,3895617399.01816,-74775434.4003701
4664280000,459578035.382206,3942097485.30773,262604479.310061
4512470000,459578035.382206,3984451635.67592,68440328.9418788
4270563333.33,459578035.382206,4026805786.0441,-215820488.096303
4028656666.67,467881233.91445,4004595511.86742,-443820079.111867
3786750000,467881233.91445,3982385237.69074,-663516471.605186
4123680000,467881233.91445,3880865092.46761,-225066326.382063
4108330000,467881233.91445,3779344947.24449,-138896181.158939
3937670000,401752286.301643,3687389582.00933,-151471868.310974
2872660000,401752286.301643,3595434216.77417,-1124526503.07582
3014905000,401752286.301643,3539342011.01791,-926189297.319553
3157150000,401752286.301643,3483249805.26165,-727852091.563291
3299395000,298521415.78603,3506347893.97283,-505474309.758855
3441640000,298521415.78603,3529445982.684,-386327398.470033
3534290000,298521415.78603,3632795021.92462,-397026437.710655
4557620000,298521415.78603,3736144061.16525,522954523.048723
4669350000,173109727.102138,3830250577.51228,665989695.385578
4450220000,173109727.102138,3924357093.85932,352753179.03854
4231090000,173109727.102138,3987590219.77006,70390053.1277981
4011960000,173109727.102138,4050823345.68081,-211973072.782944
3403230000,257110738.042483,4017073722.0203,-870954460.062783
4268360000,257110738.042483,3983324098.35979,27925163.5977225
4258140000,257110738.042483,3939901354.71722,61127907.2402978
3497190000,257110738.042483,3896478611.07464,-656399349.117127
3510636666.67,223522939.937468,3882131784.19506,-595018057.462531
3524083333.33,223522939.937468,3867784957.31548,-567224563.922951
3537530000,223522939.937468,3863337007.24307,-549329947.180533
3442920000,223522939.937468,3858889057.17065,-639491997.108115
3506510000,45994428.1113629,3856139102.75654,-395623530.867904
3687720000,45994428.1113629,3853389148.34243,-211663576.453797
4401570000,45994428.1113629,3847732138.16192,507843433.726721
4020856666.67,45994428.1113629,3842075127.9814,132787110.577239
3640143333.33,33094865.3434188,3840016511.3404,-232968043.353824
3259430000,33094865.3434188,3837957894.69941,-611622760.04283
3815350000,33094865.3434188,3826171435.83995,-43916301.1833696
3695700000,33094865.3434188,3814384976.98049,-151779842.323909
4094470000,20171659.1822543,3811089593.90094,263208746.916808
5271490000,20171659.1822543,3807794210.82139,1443524129.99636
4681600000,20171659.1822543,3814441144.7943,846987196.023445
4091710000,20171659.1822544,3821088078.76721,250450262.050532
3501820000,11527368.6939452,3832013927.39527,-341721296.089218
3412940000,11527368.6939452,3842939776.02333,-441527144.717276
3286910000,11527368.6939452,3839652970.67719,-564270339.37113
3969370000,11527368.6939452,3836366165.33104,121476465.975014
4590480000,-39284042.510949,3794574838.90586,835189203.605085
4160870000,-39284042.510949,3752783512.48069,447370530.030262
3731260000,-39284042.510949,3700895862.66946,69648179.8414888
3301650000,-39284042.510949,3649008212.85823,-308074170.347285
2116390000,-106352805.497832,3559713837.14917,-1336971031.65134
2578955000,-106352805.497832,3470419461.44011,-785111655.942277
3041520000,-106352805.497832,3416627208.5466,-268754403.048769
2745140000,-106352805.497832,3362834955.65309,-511342150.15526
2798380000,-104434299.07654,3381688058.8782,-478873759.801663
2851620000,-104434299.07654,3400541162.10331,-444486863.026774
2904860000,-104434299.07654,3433668932.43228,-424374633.35574
3470600000,-104434299.07654,3466796702.76124,108237596.315295
3426290000,-70674670.4823498,3489138223.47284,7826447.00951481
3654440000,-70674670.4823498,3511479744.18443,213634926.297925
3212930000,-70674670.4823498,3542034126.03093,-258429455.548578
3096193333.33,-70674670.4823498,3572588507.87743,-405720504.065081
2979456666.67,-30275021.5261219,3608510012.36875,-598778324.172627
2862720000,-30275021.5261219,3644431516.86007,-751436495.333947
3566680000,-30275021.5261219,3692270176.65897,-95315155.1328468
3642630000,-30275021.5261219,3740108836.45787,-67203814.931747
4043360000,-41111834.6638271,3822776761.89665,261695072.767179
3925020000,-41111834.6638271,3905444687.33543,60687147.3284016
3855740000,-41111834.6638271,3956592108.63565,-59740273.9718237
3786460000,-41111834.6638271,4007739529.93588,-180167695.272049
3717180000,-53161453.3704318,4021690053.74214,-251348600.371706
3891290000,-53161453.3704318,4035640577.5484,-91189124.1779671
3719170000,-53161453.3704318,4000856106.33795,-228524652.967519
4429300000,-53161453.3704318,3966071635.1275,516389818.242929
4399010000,97254154.8391986,3927505805.96994,374250039.190864
4003360000,97254154.8391986,3888939976.81237,17165868.3484292
3607710000,97254154.8391986,3858628584.02397,-348172738.863173
3212060000,97254154.8391986,3828317191.23558,-713511346.074776
3821570000,183625354.869625,3763441585.88947,-125496940.759099
4440920000,183625354.869625,3698565980.54337,558728664.587005
4193740000,183625354.869625,3647391697.88114,362722947.249232
3751170000,183625354.869625,3596217415.21892,-28672770.088541
3541463333.33,171064556.873445,3535917433.76103,-165518657.304473
3331756666.67,171064556.873445,3475617452.30314,-314925342.506585
3122050000,171064556.873445,3377221776.50639,-426236333.379838
3682490000,171064556.873445,3278826100.70964,232599342.416911
3221790000,193482621.95897,3203654445.37149,-175347067.330456
3119610000,193482621.95897,3128482790.03333,-202355411.992298
2767980000,193482621.95897,3103763927.44575,-529266549.404724
2678650000,193482621.95897,3079045064.85818,-593877686.81715
2589320000,332861674.301916,3070362575.33978,-813904249.641693
2499990000,332861674.301916,3061680085.82137,-894551760.123291
2930900000,332861674.301916,3063468262.19113,-465429936.493044
2655750000,332861674.301916,3065256438.56088,-742368112.862798
3114100000,450399996.168496,3076790031.49125,-413090027.659745
2922990000,450399996.168496,3088323624.42162,-615733620.590113
2870766666.67,450399996.168496,3082621290.84866,-662254620.347159
2818543333.33,450399996.168496,3076918957.27571,-708775620.114205
2766320000,367439390.247712,3049630800.27162,-650750190.519336
3282950000,367439390.247712,3022342643.26754,-106832033.515251
3062690000,367439390.247712,2997755874.02482,-302505264.272532
3008240000,367439390.247712,2973169104.7821,-332368495.029813
2598790000,288696454.904343,2961414968.93381,-651321423.838156
2556693333.33,288696454.904343,2949660833.08553,-681663954.659869
2514596666.67,288696454.904343,2943049688.56532,-717149476.799661
2472500000,288696454.904343,2936438544.04511,-752634998.949453
2629090000,313552286.887829,2964416454.51852,-648878741.406348
2571220000,313552286.887829,2992394364.99193,-734726651.879756
2530280000,313552286.887829,3055178633.30318,-838450920.191014
2938250000,313552286.887829,3117962901.61444,-493265188.502272
3003765000,291786778.705398,3201323386.07855,-489345164.783945
3069280000,291786778.705398,3284683870.54265,-507190649.248048
3134795000,291786778.705398,3385383846.83633,-542375625.541726
3200310000,291786778.705398,3486083823.13,-577560601.835403
3389110000,309978938.652042,3540688713.62407,-461557652.276113
3952870000,309978938.652042,3595293604.11814,47597457.2298222
3717620000,309978938.652042,3630121343.21835,-222480281.870391
3552970000,309978938.652042,3664949082.31856,-421958020.970604
3388320000,470777478.290735,3672461537.32767,-754919015.618407
3223670000,470777478.290735,3679973992.33678,-927081470.627516
3509630000,470777478.290735,3668149448.4225,-629296926.71324
3641200000,470777478.290735,3656324904.50823,-485902382.798963
4606550000,481217395.110596,3641897452.86381,483435152.025596
5041990000,481217395.110596,3627470001.21939,933302603.670015
4522136666.67,481217395.110596,3632712512.55383,408206759.005572
4002283333.33,481217395.110596,3637955023.88827,-116889085.66887
3482430000,425085385.797441,3629109517.63042,-571764903.427861
3377390000,425085385.797441,3620264011.37257,-667959397.170008
3451360000,425085385.797441,3610630729.40519,-584356115.202629
3382520000,425085385.797441,3600997447.43781,-643562833.23525
4833870000,305939271.988561,3601633417.90405,926297310.107393
4225553333.33,305939271.988561,3602269388.37028,317344672.971156
3617236666.67,305939271.988561,3596460870.91432,-285163476.232877
3008920000,305939271.988561,3590652353.45835,-887671625.44691
3739900000,222343696.67627,3549141227.04941,-31584923.7256813
3565380000,222343696.67627,3507630100.64047,-164593797.316744
3150330000,222343696.67627,3463025002.33796,-535038699.014229
3509230000,222343696.67627,3418419904.03544,-131533600.711714
3507846666.67,203843948.029851,3390247839.78895,-86245121.1488037
3506463333.33,203843948.029851,3362075775.54246,-59456390.2423129
3505080000,203843948.029851,3323303196.87555,-22067144.9054008
3321790000,203843948.029851,3284530618.20864,-166584566.238489
3531640000,205973455.500787,3255845037.77362,69821506.7255898
3615860000,205973455.500787,3227159457.33861,182727087.160604
3172940000,205973455.500787,3226102763.83413,-259136219.334913
2891533333.33,205973455.500787,3225046070.32964,-539486192.50043
2610126666.67,282176603.001214,3232434676.28547,-904484612.616682
2328720000,282176603.001214,3239823282.24129,-1193279885.24251
3216320000,282176603.001214,3240520618.00054,-306377221.001752
3225060000,282176603.001214,3241217953.75978,-298334556.760997
3672540000,294840858.033782,3267162568.20773,110536573.758491
3134750000,294840858.033782,3293107182.65567,-453198040.689454
3251103333.33,294840858.033782,3317700712.57535,-361438237.279136
3367456666.67,294840858.033782,3342294242.49504,-269678433.858817
3483810000,262023205.030398,3359444049.18565,-137657254.216047
3568770000,262023205.030398,3376593855.87626,-69847060.9066601
3655320000,262023205.030398,3387633374.49685,5663420.47274828
3880030000,262023205.030398,3398672893.11744,219333901.852157
3875170000,349009438.514988,3403445415.24024,122715146.244769
3655520000,349009438.514988,3408217937.36304,-101707375.878029
3435870000,349009438.514988,3390792005.23455,-303931443.749541
3216220000,349009438.514988,3373366073.10606,-506155511.621052
3587670000,613013558.479797,3343693572.67999,-369037131.159791
3385970000,613013558.479797,3314021072.25392,-541064630.73372
3512640000,613013558.479797,3293046340.14728,-393419898.627075
3284910000,613013558.479797,3272071608.04063,-600175166.520431
3343350000,597519074.291979,3268438789.5376,-522607863.829584
3401790000,597519074.291979,3264805971.03457,-460535045.326553
3460230000,597519074.291979,3273176698.38542,-410465772.677395
3518670000,597519074.291979,3281547425.73626,-360396500.028238
3577110000,365068372.374673,3286376623.13716,-74334995.5118284
3929890000,365068372.374673,3291205820.53805,273615807.087275
3732480000,365068372.374673,3309425555.94783,57986071.677495
3.462e+09,365068372.374673,3327645291.35761,-230713663.732285
3191520000,186733925.288604,3370598843.23398,-365812768.522587
2921040000,186733925.288604,3413552395.11035,-679246320.398958
3306970000,186733925.288604,3442448200.90019,-322212126.188795
4356490000,186733925.288604,3471344006.69003,698412068.021369
3779520000,105437208.395655,3516903042.11139,157179749.492957
3647350000,105437208.395655,3562462077.53275,-20549285.9284029
3287413333.33,105437208.395655,3639240346.58205,-457264221.647707
2927476666.67,105437208.395655,3716018615.63136,-893979157.35701
2567540000,104269586.46436,3769406500.3743,-1306136086.83866
3455550000,104269586.46436,3822794385.11724,-471513971.581596
4109510000,104269586.46436,3848165891.21827,157074522.317366
3928870000,104269586.46436,3873537397.31931,-48936983.7836719
4045910000,136336509.361007,3867695929.73512,41877560.9038692
3822206666.67,136336509.361007,3861854462.15093,-175984304.841942
3598503333.33,136336509.361007,3817426668.12169,-355259844.152698
3374800000,136336509.361007,3772998874.09245,-534535383.453454
3207160000,152933063.192137,3664161592.09827,-609934655.290408
2667090000,152933063.192137,3555324310.1041,-1041167373.29623
2086025000,152933063.192137,3590572751.60681,-1657480814.79894
1504960000,152933063.192137,3625821193.10952,-2273794256.30165
1986293333.33,35813724.7025227,3645199705.09547,-1694720096.46799
2467626666.67,35813724.7025228,3664578217.08142,-1232765275.11395
2948960000,35813724.7025228,3750268172.95582,-837121897.658345
3323120000,35813724.7025228,3835958128.83022,-548651853.532743
3359250000,-142870230.56964,3817453125.32733,-315332894.757688
3356850000,-142870230.56964,3798948121.82443,-299227891.254794
3.966e+09,-142870230.56964,3748086865.4873,360783365.08234
3668760000,-142870230.56964,3697225609.15017,114404621.419474
3371520000,-243506717.325725,3596808073.9924,18218643.3333225
3074280000,-243506717.325725,3496390538.83464,-178603821.508913
3247710000,-243506717.325725,3419372382.06738,71844335.2583466
4253920000,-243506717.325725,3342354225.30012,1155072492.02561
3229700000,-223130558.106433,3304063980.05908,148766578.047349
3125160000,-223130558.106433,3265773734.81805,82516823.288383
3083250000,-223130558.106433,3267329582.09166,39050976.0147715
3041340000,-223130558.106433,3268885429.36527,-4414871.25883961
2999430000,-150736875.273673,3254492185.11528,-104325309.841609
3650230000,-150736875.273673,3240098940.86529,560867934.408381
3709050000,-150736875.273673,3231574890.96817,628211984.305501
3349960000,-150736875.273673,3223050841.07105,277646034.202621
3210170000,-67819017.0201257,3238285203.13477,39703813.8853574
3291983333.33,-67819017.0201257,3253519565.19848,106282785.151641
3373796666.67,-67819017.0201257,3271458892.06715,170156791.622975
3455610000,-67819017.0201257,3289398218.93582,234030798.084309
4302240000,-29970107.1693812,3346525158.33061,985684948.838773
3869800000,-29970107.1693812,3403652097.7254,496118009.443982
3686580000,-29970107.1693812,3515640150.09523,200909957.074153
5229160000,-29970107.1693812,3627628202.46506,1631501904.70432
3902426666.67,-42055252.7383543,3715508864.32338,228973055.084973
2575693333.33,-42055252.7383543,3803389526.18171,-1185640940.11335
1248960000,-42055252.7383543,3890566223.27812,-2599550970.53976
1766995000,-42055252.7383543,3977742920.37453,-2168692667.63618
2285030000,-55664272.4037361,4032501774.87357,-1691807502.46984
2830180000,-55664272.4037361,4087260629.37261,-1201416356.96888
2426680000,-55664272.4037361,4141818775.00061,-1659474502.59688
2685896666.67,-55664272.4037361,4196376920.62862,-1454815981.55488
2945113333.33,-14630947.8610388,4185440772.60849,-1225696491.41745
3204330000,-14630947.8610388,4174504624.58837,-955543676.727328
3703465000,-14630947.8610388,4077982200.78973,-359886252.928687
4202600000,-14630947.8610388,3981459776.99109,235771170.869954
