"Difficulty","seasonal","trend","remainder"
1690895.80305,10274449616.4843,6228670092.73723,-16501428813.4185
1690895.80305,10271976712.316,6202897129.55809,-16473182946.0711
1888786.70535,10286798948.7511,6177124166.37894,-16462034328.4247
1888786.70535,10283119058.5145,6151860961.15439,-16433091232.9635
1888786.70535,10279885086.7555,6126597755.92984,-16404594055.98
1888786.70535,10277410567.0365,6101567175.55692,-16377088955.8881
1888786.70535,10283305734.241,6076536595.18401,-16357953542.7196
1888786.70535,10279626204.185,6050610505.63246,-16328347923.1121
1888786.70535,10276391329.4445,6024684416.08092,-16299186958.8201
1888786.70535,10273915194.1748,5995008266.94242,-16267034674.4119
1888786.70535,10282103872.8578,5965332117.80391,-16245547203.9564
1888786.70535,10278424702.9824,5931614183.71496,-16208150099.992
1888786.70535,10275188925.2606,5897896249.626,-16171196388.1812
1888786.70535,10272711174.4401,5859913398.62955,-16130735786.3643
1888786.70535,10283601287.1007,5821930547.6331,-16103643048.0285
1888786.70535,10279922477.406,5779927350.4268,-16057961041.1275
1888786.70535,10276685796.7027,5737924153.2205,-16012721163.2179
1888786.70535,10274206430.3316,5692517046.25286,-15964834689.8791
1805700.83619,10285950023.224,5647109939.28521,-15931254261.673
1805700.83619,10282271573.7099,5598431004.6483,-15878896877.5221
1805700.83619,10279033990.0252,5549752070.01139,-15826980359.2004
1805700.83619,10276553008.1033,5497627618.84779,-15772374926.1149
1805700.83619,10286696273.3854,5445503167.68419,-15730393740.2334
1805700.83619,10283018184.052,5390085862.51097,-15671298345.7268
1805700.83619,10279779697.3858,5334668557.33774,-15612642553.8874
1805700.83619,10277297099.9132,5276949486.11189,-15552440885.1889
1805700.83619,10287069895.3278,5219230414.88604,-15504494609.3777
1805700.83619,10283392166.1751,5159953063.6531,-15441539528.992
1805700.83619,10280152776.5274,5100675712.42016,-15379022788.1114
1805700.83619,10277668563.5041,5040487880.13656,-15316350742.8045
1805700.83619,10286190654.1663,4980300047.85297,-15264685001.1831
1805700.83619,10282513285.1942,4919720105.08745,-15200427689.4455
1777774.482,10279272992.5651,4859140162.32193,-15136635380.405
1777774.482,10276787163.9911,4798293563.82017,-15073302953.3292
1777774.482,10285495065.0595,4737446965.31842,-15021164255.8959
1777774.482,10281818056.268,4675614018.05608,-14955654299.8421
1777774.482,10278576860.6575,4613781070.79375,-14890580156.9693
1777774.482,10276089416.5328,4551361571.30355,-14825673213.3543
1777774.482,10286964244.9506,4488942071.81334,-14774128542.2819
1777774.482,10283287596.3398,4426513113.37566,-14708022935.2335
1777774.482,10280045497.7479,4364084154.93798,-14642351878.2038
1777774.482,10277556438.0724,4302236052.75756,-14578014716.3479
1777774.482,10289314066.4479,4240387950.57715,-14527924242.543
1777774.482,10285637778.0177,4179062038.3485,-14462922041.8842
1777774.482,10282394776.4443,4117736126.11986,-14398353128.0822
1777774.482,10279904101.2181,4056853694.21509,-14334980020.9512
1755425.32033,10292865632.8334,3995971262.31033,-14287081469.8234
1755425.32033,10289189704.5839,3935343496.95223,-14222777776.2158
1755425.32033,10285945800.0291,3874715731.59413,-14158906106.3029
1755425.32033,10283453509.2521,3814200378.52533,-14095898462.4571
1755425.32033,10297423387.945,3753685025.45653,-14049352988.0812
1755425.32033,10293747819.8762,3693878128.37219,-13985870522.928
1755425.32033,10290503012.3399,3634071231.28785,-13922818818.3074
1755425.32033,10288009106.0122,3575362675.28276,-13861616355.9747
1755425.32033,10306375658.3356,3516654119.27767,-13821274352.293
1755425.32033,10302700450.4475,3459142824.74627,-13760087849.8734
1755425.32033,10299454739.9297,3401631530.21487,-13699330844.8243
1755425.32033,10296959218.0514,3345359484.53787,-13640563277.2689
1755425.32033,10318488462.3753,3289087438.86087,-13605820475.9159
1755425.32033,10314814031.3027,3234250155.64527,-13547308761.6276
1755425.32033,10311567001.1686,3179412872.42968,-13489224448.278
1689334.4046,10309069863.7395,3127754871.05793,-13435135400.3928
1689334.4046,10331148019.5946,3076096869.68618,-13405555554.8761
1689334.4046,10327474365.3375,3027825219.89296,-13353610250.8258
1689334.4046,10324226015.5871,2979553570.09974,-13302090251.2822
1689334.4046,10321727262.6073,2934410510.42343,-13254448438.6261
1689334.4046,10347679188.1511,2889267450.74713,-13235257304.4937
1689334.4046,10344006310.7096,2846776755.02739,-13189093731.3324
1689334.4046,10340756641.3429,2804286059.30765,-13143353366.2459
1689334.4046,10338256272.8123,2764131395.24025,-13100698333.648
1689334.4046,10368180499.0457,2723976731.17284,-13090467895.814
1689334.4046,10364508398.4197,2690834644.79689,-13053653708.812
1689334.4046,10361257409.4367,2657692558.42093,-13017260633.453
1689334.4046,10358755425.3554,2627894389.12956,-12984960480.0803
1689334.4046,10392661933.8215,2598096219.83819,-12989068819.255
1689334.4046,10388990610.011,2575094495.02669,-12962395770.6331
1689334.4046,10385738301.4116,2552092770.21519,-12936141737.2222
1468195.42722,10383234701.7796,2532994065.66527,-12914760572.0177
1468195.42722,10420691150.9981,2513895361.11535,-12933118316.6862
1468195.42722,10417020791.1007,2497081511.40968,-12912634107.0831
1468195.42722,10413767162.885,2480267661.70402,-12892566629.1618
1468195.42722,10411261947.7022,2463315194.98664,-12873108947.2617
1468195.42722,10451144956.3992,2446362728.26926,-12896039489.2412
1468195.42722,10447475560.4149,2424806137.67818,-12870813502.6659
1468195.42722,10444220612.5828,2403249547.0871,-12846001964.2427
1468195.42722,10441713781.8494,2378211405.06525,-12818456991.4874
1468195.42722,10484853035.8162,2353173263.04341,-12836558103.4324
1468195.42722,10481184603.745,2322336701.75777,-12802053110.0755
1468195.42722,10477928336.2966,2291500140.47213,-12767960281.3415
1468195.42722,10475419890.0124,2253457690.55883,-12727409385.1441
1468195.42722,10518001613.3938,2215415240.64553,-12731948658.6121
1468195.42722,10514334145.2357,2175074664.74317,-12687940614.5516
1468195.42722,10511076558.1709,2134734088.8408,-12644342451.5845
1468195.42722,10508566432.1059,2090877490.94201,-12597975727.6207
1203461.92638,10549145009.521,2047020893.04321,-12594962440.6378
1203461.92638,10545478505.2759,2002536150.64754,-12546811193.9971
1203461.92638,10542219598.5949,1958051408.25187,-12499067544.9204
1203461.92638,10539707792.7489,1923654792.19932,-12462159123.0219
1203461.92638,10582673942.0227,1889258176.14678,-12470728656.243
1203461.92638,10579008401.6907,1863175381.71372,-12440980321.4781
1203461.92638,10575748175.3933,1837092587.28067,-12411637300.7476
1203461.92638,10573234689.7665,1813567714.32976,-12385598942.1698
1203461.92638,10612483711.548,1790042841.37885,-12401323091.0005
1203461.92638,10608819135.1291,1754771197.32878,-12362386870.5315
1203461.92638,10605557589.2154,1719499553.2787,-12323853680.5677
1203461.92638,10603042423.8077,1535301203.53863,-12137140165.4199
1203461.92638,10639250300.8691,1351102853.79855,-11989149692.7413
1203461.92638,10635586688.3633,1247200817.82145,-11881584044.2584
1192497.75009,10632323822.8333,1143298781.84435,-11774430106.9275
1192497.75009,10629806977.6446,1105430230.19952,-11734044710.094
1192497.75009,10672886025.4378,1067561678.5547,-11739255206.2424
1192497.75009,10669223376.8451,998351499.771517,-11666382378.8665
1192497.75009,10665959527.4862,929141320.988336,-11593908350.7244
1192497.75009,10663440666.7291,781823273.688361,-11444071442.6674
1192497.75009,10711644291.8413,634505226.388385,-11344957020.4796
1192497.75009,10707982607.1618,621887686.316109,-11328677795.7278
1192497.75009,10704717773.9739,609270146.243832,-11312795422.4677
1192497.75009,10702196897.6486,597701949.421879,-11298706349.3203
1192497.75009,10751164882.8843,586133752.599925,-11336106137.7341
1192497.75009,10747504162.1178,568861108.966986,-11315172773.3347
1192497.75009,10744238345.101,551588465.334047,-11294634312.685
1192497.75009,10741715453.2073,389829665.176186,-11130352620.6334
1192497.75009,10831214350.1185,228070865.018325,-11058092717.3867
1090715.68005,10827554593.2651,81292461.4553146,-10907756339.0403
1090715.68005,10824287792.4195,-65485942.1076956,-10757711134.6317
1090715.68005,10821762884.9574,-94155619.0903344,-10726516550.187
1090715.68005,10880904316.3218,-122825296.072973,-10756988304.5688
1090715.68005,10877245523.3815,-143791285.264704,-10732363522.4367
1090715.68005,10873977738.707,-164757274.456435,-10708129748.5705
1090715.68005,10871450815.6766,-168610439.005674,-10701749660.9909
1090715.68005,10881174755.5698,-172463603.554914,-10707620436.3348
1090715.68005,10877516926.5426,-329064688.282448,-10547361522.5801
1090715.68005,10874248158.0391,-485665773.009982,-10387491669.3491
1090715.68005,10871719219.4404,-556579711.793724,-10314048791.9666
1090715.68005,10903479173.9165,-627493650.577466,-10274894807.659
1090715.68005,10899822308.8023,-725069386.926263,-10173662206.196
1155038.33396,10896552556.47,-822645123.275059,-10072752394.861
1155038.33396,10894021602.3029,-999634089.702366,-9893232474.26662
1155038.33396,10937417187.9118,-1176623056.12967,-9759639093.44818
1155038.33396,10933761286.7107,-1873471323.94674,-9059134924.43004
1155038.33396,10930490550.5495,-2570319591.76381,-8359015920.45176
1155038.33396,10927957580.8141,-2678620937.52709,-8248181604.95308
1155038.33396,10984046839.3445,-2786922283.29037,-8195969517.72018
1155038.33396,10980391902.0565,-2799685113.66632,-8179551750.05624
1155038.33396,10977120182.0664,-2812447944.04227,-8163517199.69019
1155038.33396,10974585196.7627,-2813044581.39611,-8160385577.03261
1155038.33396,11012572414.9181,-2813641218.74994,-8197776157.83417
1155038.33396,11008918441.5432,-2813853833.19895,-8193909570.01027
1155038.33396,11005645737.7242,-2814066447.64796,-8190424251.74226
1155038.33396,11003108736.8521,-2813608707.8197,-8188344990.69843
1159929.49722,11041092301.5397,-2813150967.99144,-8226781404.05107
1159929.49722,11037439292.0779,-2811835348.41947,-8224444014.16122
1159929.49722,11034165604.43,-2810519728.84751,-8222485946.0853
1159929.49722,11031626587.9896,-2809209317.34408,-8221257341.1483
1159929.49722,11139035544.7049,-2807898905.84065,-8329976709.36706
1159929.49722,11135383499.1562,-2803737673.85873,-8330485895.80026
1159929.49722,11132108827.6794,-2799576441.87681,-8331372456.30539
1159929.49722,11129567795.6707,-2697293443.66271,-8431114422.51072
1159929.49722,2262094799.43473,-2595010445.44862,334075575.511113
1159929.49722,2284886021.75854,-2538021067.88876,254294975.627448
1159929.49722,2281199693.39027,-2481031690.32891,200991926.43586
1159929.49722,2278026795.07964,-2386774271.00279,109907405.420369
1159929.49722,2275611473.19091,-2292516851.67668,18065307.9829941
1250757.73927,2297355325.82425,-2287816322.09652,-8288245.9884634
1250757.73927,2293668941.02096,-2283115792.51636,-9302390.76533222
1250757.73927,2290494393.24078,-2295526279.89398,6282644.39247036
1250757.73927,2288078564.05837,-2307936767.27161,21108960.9525008
1250757.73927,2293851379.59566,-2664249946.32792,371649324.47153
1250757.73927,2290164938.35734,-3020563125.38423,731648944.766159
1250757.73927,2286988741.1076,-3382095625.02189,1096357641.65356
1250757.73927,2284572404.63153,-3743628124.65955,1460306477.76729
1250757.73927,2290816875.75727,-3759148264.34404,1469582146.32604
1250757.73927,2287130378.08393,-3774668404.02853,1488788783.68387
1250757.73927,2283952531.36464,-3775192989.90362,1492491216.27825
1250757.73927,2281535687.59489,-3775717575.7787,1495432645.92308
1250757.73927,2290802209.62643,-3776019674.11105,1486468222.2239
1307728.3606,2287115655.51806,-3776321772.4434,1490513845.28594
1307728.3606,2283936159.32922,-3776594727.22948,1493966296.26087
1307728.3606,2281518808.26581,-3776867682.01556,1496656602.11036
1307728.3606,2291482632.25262,-3777067321.14407,1486892417.25205
1307728.3606,2287796021.70924,-3777266960.27257,1490778666.92394
1307728.3606,2284615424.04927,-3778778384.87461,1495470689.18594
1307728.3606,2282197017.69375,-3780289809.47664,1499400520.14349
1307728.3606,2287641151.70784,-3805589612.49629,1519256189.14905
1307728.3606,2283954484.72943,-3830889415.51594,1548242659.14711
1307728.3606,2280772785.59835,-3978361148.90381,1698896091.66607
1307728.3606,2278353323.95073,-4125832882.29169,1848787286.70156
1307728.3606,976910077.191056,-4186639465.75274,3211037116.92228
1307728.3606,1170044315.89378,-4247446049.21379,3078709461.6806
1379647.43921,1363682477.40774,-4735400845.50782,3373098015.53929
1379647.43921,1558082922.58418,-5223355641.80185,3666652366.65688
1379647.43921,1441958230.31582,-5643637546.6242,4203058963.74759
1379647.43921,1635092412.58352,-6063919451.44656,4430206686.30224
1379647.43921,1828729472.62636,-6867066723.83385,5039716898.6467
1379647.43921,2023128862.51069,-7670213996.22114,5648464781.14966
1379647.43921,4606939505.50012,-7688575859.74905,3083016001.68814
1379647.43921,4260381289.80332,-7706937723.27696,3447936080.91285
1379647.43921,3914324906.84557,-7708222668.10037,3795277408.69401
1379647.43921,3569030899.90832,-7709507612.92378,4141856360.45467
1379647.43921,3938849218.46737,-7734818920.48173,3797349349.45357
1379647.43921,3592290946.33555,-7760130228.03968,4169218929.14333
1379647.43921,3246233461.90668,-7858025226.60156,4613171412.13409
1379647.43921,2900938399.67733,-7955920225.16345,5056361472.92533
1379647.43921,3410989284.50673,-8264479241.52873,4854869604.46122
1376302.26789,3407302335.3532,-8573038257.89401,5167112224.80871
1376302.26789,3404115128.86652,-8842346345.29702,5439607518.6984
1376302.26789,3401690390.75837,-9111654432.70003,5711340344.20955
1376302.26789,3781622664.67862,-9491011414.11464,5710765051.70391
1376302.26789,3777935659.09007,-9870368395.52925,6093809038.70707
1376302.26789,3774747351.13227,-10005601785.0973,6232230736.23291
1376302.26789,3772321557.73202,-10140835174.6653,6369889919.20119
1376302.26789,3784192606.44035,-10205151595.8417,6422335291.66923
1376302.26789,3780505544.41678,-10269468017.0181,6490338774.86919
1376302.26789,3777316134.98786,-10273023843.1971,6497084010.47713
1376302.26789,3774889286.2955,-10276579669.3761,6503066685.3485
1376302.26789,3781181714.81533,-10276997285.6877,6497191873.1403
1496978.59503,3777494596.35673,-10277414901.9994,6501417284.23767
1496978.59503,3774304085.45669,-10278412497.9283,6505605391.0666
1496978.59503,3771876181.47223,-10279410093.8572,6509030890.97996
1496978.59503,3781505062.45365,-10281670700.5143,6501662616.65566
1496978.59503,3777817887.56003,-10283931307.1714,6507610398.20641
1496978.59503,3774626275.18887,-10288669605.7427,6515540309.14881
1496978.59503,3772197315.91231,-10293407904.3139,6522707566.99662
1496978.59503,3783415588.43967,-10302404595.1306,6520485985.28597
1496978.59503,3779728357.11102,-10311401285.9473,6533169907.43132
1496978.59503,3776535643.26875,-10326897418.5796,6551858753.90588
1496978.59503,3774105628.70008,-10342393551.2119,6569784901.10682
1496978.59503,3784607265.54227,-10362962703.7756,6579852416.82836
1496978.59503,3780919977.7786,-10383531856.3393,6604108857.15576
1496978.59503,3777726162.4652,-10411117291.8509,6634888107.98076
1498294.36282,3775295092.60443,-10438702727.3625,6664905929.12093
1498294.36282,3785378370.74749,-10467218589.2748,6683338512.89013
1498294.36282,3781691026.54879,-10495734451.187,6715541719.00107
1498294.36282,3778496109.76428,-10523501914.5671,6746504099.16559
1498294.36282,3776063984.6114,-10551269377.9471,6776703687.69848
1498294.36282,3787144695.74085,-10576152402.3635,6790506000.98549
1498294.36282,3783457295.10714,-10601035426.78,6819076426.03566
1498294.36282,3780261276.8515,-10632992449.1085,6854229466.61985
1498294.36282,3777828096.40652,-10664949471.4371,6888619669.39339
1498294.36282,3787797318.16673,-10715905653.587,6929606629.78308
1498294.36282,3784109861.098,-10766861835.7369,6984250269.00173
1498294.36282,3780912741.37124,-10804715429.1736,7025300982.16514
1498294.36282,3778478505.63415,-10842569022.6102,7065588811.33888
1626553.48133,3784693270.6588,-10881763801.8811,7098697084.70363
1626553.48133,3781005757.15504,-10920958581.152,7141579377.47829
1626553.48133,3777807535.95716,-10973537673.5913,7197356691.11548
1626553.48133,3775372244.92797,-11026116766.0306,7252371074.58399
1626553.48133,3783161393.69969,-11077265607.6509,7295730767.43259
1626553.48133,3779473823.7609,-11128414449.2713,7350567178.99169
1626553.48133,3776274501.0919,-11168911695.0518,7394263747.44123
1626553.48133,3773838154.77061,-11209408940.8324,7437197339.54308
1626553.48133,3785268084.80455,-11255664128.5171,7472022597.19384
1626553.48133,3781580458.43074,-11301919316.2018,7521965411.25235
1626553.48133,3778380034.29063,-11358064847.2542,7581311366.44487
1626553.48133,3775942632.67722,-11414210378.3066,7639894299.11069
1626553.48133,3785891174.86165,-11644047478.63,7859782857.24973
1626553.48133,3782203492.05282,-11873884578.9535,8093307640.38202
1626553.48133,3779001966.44159,-12032517587.9233,8255142174.96307
1577913.48568,3776563509.53608,-12191150596.8931,8416165000.84274
1577913.48568,4047954478.68677,-12489989675.4769,8443613110.2758
1577913.48568,4044266739.44292,-12788828754.0606,8746139928.1034
1577913.48568,4041064112.36057,-12826120116.7053,8786633917.8304
1577913.48568,4038624600.16296,-12863411479.3499,8826364792.67266
1577913.48568,4308923672.9067,-12872501557.31,8565155797.88898
1577913.48568,4305235877.22782,-12881591635.2701,8577933671.52793
1577913.48568,4302032148.67435,-12881993501.6358,8581539266.44712
1577913.48568,4299591581.18463,-12882395368.0015,8584381700.30256
1577913.48568,4310672958.06821,-12882553555.4239,8573458510.84142
1577913.48568,4306985105.95431,-12882711742.8464,8577304550.37776
1577913.48568,4303780275.92972,-12882535917.6848,8580333555.24072
1577913.48568,4301338653.14789,-12882360092.5231,8582599352.86091
1577913.48568,4316368697.1105,-12882330503.5632,8567539719.93842
1577913.48568,4312680788.56157,-12882300914.6033,8571198039.52745
1508589.67206,4309474857.06586,-12882379250.3223,8574412982.92852
1508589.67206,4307032178.99193,-12882457586.0413,8576933996.72141
1508589.67206,4308094082.87275,-2358576468.19535,-1948009025.00534
1508589.67206,4304406409.29979,8165304649.65059,-12468202469.2783
1508589.67206,4301199084.92197,8164343999.36418,-12464034494.6141
1508589.67206,4298755351.55594,8163383349.07778,-12460630110.9617
1508589.67206,4311305459.55251,8162137702.41369,-12471934572.2941
1508589.67206,4307618020.95551,8160892055.74961,-12467001487.0331
1508589.67206,4304409303.69559,8159144273.08721,-12462044987.1107
1508589.67206,4301964515.03745,8157396490.42481,-12457852415.7902
1508589.67206,4343927401.50173,8154837326.36664,-12497256138.1963
1733207.51385,4340240197.8807,8152278162.30847,-12490785152.6753
1733207.51385,4337030087.73867,8148106886.85415,-12483403767.079
1733207.51385,4334584243.78843,8143935611.39982,-12476786647.6744
1733207.51385,1457904368.89269,8136710924.77443,-9592882086.15326
1733207.51385,2106682862.76265,8129486238.14904,-10234435893.3978
1733207.51385,2755936822.25356,8119460878.52773,-10873664493.2674
1733207.51385,3405955385.52626,8109435518.90643,-11513657696.9188
1733207.51385,5730775191.74946,8097063523.60548,-13826105507.8411
1733207.51385,6379553920.59539,8084691528.30452,-14462512241.3861
1733207.51385,7028806487.20419,8070093707.32241,-15097166987.0127
1733207.51385,7678823995.18478,8055495886.3403,-15732586674.0112
1733207.51385,7689046166.27399,8039228955.97917,-15726541914.7393
1733207.51385,7685359792.78554,8022962025.61805,-15706588610.8897
1733207.51385,7682145503.99719,8005865030.26792,-15686277326.7513
1733207.51385,7679696494.17064,7988768034.91779,-15666731321.5746
1733207.51385,7695932257.28819,7971708171.1405,-15665907220.9148
1591074.96185,7692246243.98039,7954648307.3632,-15645303476.3817
1591074.96185,7689030562.30993,7938589407.90615,-15626028895.2542
1591074.96185,7686580497.19128,7922530508.44909,-15607519930.6785
1591074.96185,7700595695.16357,7907903998.84072,-15606908619.0424
1591074.96185,7696910042.03642,7893277489.23235,-15588596456.3069
1591074.96185,7693692967.48386,7879136994.3943,-15571238886.9163
1591074.96185,7691241847.0731,7864996499.55626,-15554647271.6675
1591074.96185,7704328757.2954,7849759012.61708,-15552496694.9506
1591074.96185,7700643464.34891,7834521525.6779,-15533573915.065
1591074.96185,7697424996.91424,7817607432.177,-15513441354.1294
1591074.96185,7694972750.85342,7800693338.6761,-15494075014.5677
1591074.96185,7712079287.77464,7781395014.35242,-15491883227.1652
1591074.96185,7708394355.0088,7762096690.02874,-15468899970.0757
1591074.96185,7705174494.69203,7740010578.60973,-15443593998.3399
1591074.96185,7702721122.98114,7717924467.19072,-15419054515.21
1583177.84744,7716206580.19658,7693515278.6704,-15408138681.0195
1583177.84744,7712522007.61139,7669106090.15008,-15380044919.914
1583177.84744,7709300754.41252,7642011907.1112,-15349729483.6763
1583177.84744,7706846257.05158,7614917724.07232,-15320180803.2765
1583177.84744,7719766652.1525,7585213598.9264,-15303397073.2315
1583177.84744,7716082439.74797,7555509473.78048,-15270008735.681
1583177.84744,7712859793.66698,7523667203.98728,-15234943819.8068
1583177.84744,7710404170.65598,7491824934.19408,-15200645927.0026
1583177.84744,7723681175.85812,7458337060.46348,-15180435058.4742
1583177.84744,7719997323.63424,7424849186.73288,-15143263332.5197
1583177.84744,7716773284.67115,7390198671.31214,-15105388778.1359
1726566.55919,7714316536.01009,7355548155.89141,-15068138125.3423
1726566.55919,7724677282.72008,7320422268.16888,-15043372984.3298
1726566.55919,7720993790.67686,7285296380.44635,-15004563604.564
1726566.55919,7717768848.73233,7250591511.73523,-14966633793.9084
1726566.55919,7715310484.52055,7215886643.02411,-14929470560.9855
1726566.55919,7724135278.15045,7182203315.97658,-14904612027.5678
1726566.55919,7720452146.28789,7148519988.92906,-14867245568.6578
1726566.55919,7717226301.36191,7116079234.39545,-14831578969.1982
1726566.55919,7714766321.59941,7083638479.86184,-14796678234.9021
1726566.55919,7816361077.06677,7052231021.02235,-14866865531.5299
1726566.55919,7812678305.38485,7020823562.18286,-14831775301.0085
1726566.55919,7809451557.47743,6990126870.28404,-14797851861.2023
1726566.55919,7806989962.16421,6959430178.38523,-14764693573.9902
1726566.55919,4975014919.38883,6929837218.23051,-11903125571.0602
1751454.53534,5443819661.82186,6900244258.0758,-12342312465.3623
1751454.53534,5913079164.86728,6871950290.43322,-12783278000.7652
1751454.53534,6383103107.93762,6843656322.79063,-13225007976.1929
1751454.53534,7333677647.25939,6816079536.68252,-14148005729.4066
1751454.53534,7802482749.87307,6788502750.57441,-14589234045.9121
1751454.53534,8271741349.93705,6761163039.89739,-15031152935.2991
1751454.53534,8741763677.45667,6733823329.22036,-15473835552.1417
1751454.53534,8978764061.03292,6706235857.62671,-15683248464.1243
1751454.53534,8975082369.89297,6678648386.03307,-15651979301.3907
1751454.53534,8971852913.04121,6650414245.86553,-15620515704.3714
1751454.53534,8969386471.07582,6622180105.698,-15589815122.2385
1751454.53534,11674099486.0093,6593864334.52832,-18266212366.0023
1751454.53534,11301483849.831,6565548563.35864,-17865280958.6543
1866391.305,10929319184.7788,6537916152.0195,-17465368945.4933
1866391.305,10557916822.0436,6510283740.68035,-17066334171.419
1866391.305,10911701811.8361,6483447730.61387,-17393283151.1449
1866391.305,10452431805.0191,6456611720.54739,-16907177134.2615
1866391.305,9993611506.16617,6431321407.56063,-16423066522.4218
1866391.305,9535552797.06102,6406031094.57388,-15939717500.3299
1866391.305,10059582318.1376,6381111535.53359,-16438827462.3662
1866391.305,9969246976.72032,6356191976.4933,-16323572561.9086
1866391.305,9879360080.10496,6330527377.83757,-16208021066.6375
1866391.305,9790234060.66813,6304862779.18184,-16093230448.545
1866391.305,10281362935.6792,6278476743.76736,-16557973288.1415
1866391.305,10277682685.2618,6252090708.35288,-16527907002.3097
1866391.305,10274449616.4843,6225858010.15752,-16498441235.3368
2036671.08869,10271976712.316,6199625311.96216,-16469565353.1895
2036671.08869,10286798948.7511,6174186801.8428,-16458949079.5052
2036671.08869,10283119058.5145,6148748291.72343,-16429830679.1492
2036671.08869,10279885086.7555,6123601822.32759,-16401450237.9944
2036671.08869,10277410567.0365,6098455352.93174,-16373829248.8795
2036671.08869,10283305734.241,6073257763.92816,-16354526827.0805
2036671.08869,10279626204.185,6048060174.92458,-16325649708.0208
2036671.08869,10276391329.4445,6020561708.40601,-16294916366.7619
2036671.08869,10273915194.1748,5993063241.88745,-16264941764.9736
2036671.08869,10282103872.8578,5961357004.73873,-16241424206.5078
2036671.08869,10278424702.9824,5929650767.59001,-16206038799.4838
2036671.08869,10275188925.2606,5893924081.89549,-16167076336.0674
2036671.08869,10272711174.4401,5858197396.20097,-16128871899.5524
2190865.9701,10283601287.1007,5818105213.80844,-16099515634.9391
2190865.9701,10279922477.406,5778013031.41592,-16055744642.8518
2190865.9701,10276685796.7027,5734195167.71717,-16008690098.4498
2190865.9701,10274206430.3316,5690377304.01842,-15962392868.3799
2190865.9701,10285950023.224,5643279005.8915,-15927038163.1454
2190865.9701,10282271573.7099,5596180707.76457,-15876261415.5044
2190865.9701,10279033990.0252,5545834742.60699,-15822677866.6621
2190865.9701,10276553008.1033,5495488777.44941,-15769850919.5826
2190865.9701,10286696273.3854,5441646014.37774,-15726151421.7931
2190865.9701,10283018184.052,5387803251.30607,-15668630569.388
2190865.9701,10279779697.3858,5331182595.64766,-15608771427.0634
2190865.9701,10277297099.9132,5274561939.98925,-15549668173.9324
2190865.9701,10287069895.3278,5216028549.23902,-15500907578.5967
2440642.60692,10283392166.1751,5157495158.48878,-15438446682.0569
2440642.60692,10280152776.5274,5097761664.40853,-15375473798.3291
2440642.60692,10277668563.5041,5038028170.32828,-15313256091.2255
2440642.60692,10286190654.1663,4977638110.27798,-15261388121.8374
2440642.60692,10282513285.1942,4917248050.22769,-15197320692.815
2440642.60692,10279272992.5651,4856574393.95144,-15133406743.9096
2440642.60692,10276787163.9911,4795900737.6752,-15070247259.0593
2440642.60692,10285495065.0595,4734600734.4734,-15017655156.926
2440642.60692,10281818056.268,4673300731.2716,-14952678144.9327
2440642.60692,10278576860.6575,4611110288.6711,-14887246506.7217
2440642.60692,10276089416.5328,4548919846.0706,-14822568619.9964
2440642.60692,10286964244.9506,4486439781.44422,-14770963383.7879
2694047.95296,10283287596.3398,4423959716.81783,-14704553265.2047
2694047.95296,10280045497.7479,4361826929.23045,-14639178379.0253
2694047.95296,10277556438.0724,4299694141.64306,-14574556531.7625
2694047.95296,10289314066.4479,4238176463.36798,-14524796481.8629
2694047.95296,10285637778.0177,4176658785.09291,-14459602515.1577
2694047.95296,10282394776.4443,4115550343.33386,-14395251071.8252
2694047.95296,10279904101.2181,4054441901.5748,-14331651954.84
2694047.95296,10292865632.8334,3993773598.05499,-14283945182.9354
2694047.95296,10289189704.5839,3933105294.53517,-14219600951.1661
2694047.95296,10285945800.0291,3872488450.06019,-14155740202.1363
2694047.95296,10283453509.2521,3811871605.58521,-14092631066.8844
2694047.95296,10297423387.945,3751676683.61154,-14046406023.6036
2694047.95296,10293747819.8762,3691481761.63786,-13982535533.5611
2694047.95296,10290503012.3399,3632210036.11146,-13920019000.4984
2864140.50781,10288009106.0122,3572938310.58506,-13858083276.0895
2864140.50781,10306375658.3356,3514794624.76501,-13818306142.5928
2864140.50781,10302700450.4475,3456650938.94497,-13756487248.8846
2864140.50781,10299454739.9297,3399724625.09276,-13696315224.5147
2864140.50781,10296959218.0514,3342798311.24056,-13636893388.7841
2864140.50781,10318488462.3753,3287208748.18361,-13602833070.0511
2864140.50781,10314814031.3027,3231619185.12666,-13543569075.9215
2864140.50781,10311567001.1686,3178517944.94575,-13487220805.6066
2864140.50781,10309069863.7395,3125416704.76483,-13431622427.9965
2864140.50781,10331148019.5946,3075344237.55249,-13403628116.6392
2864140.50781,10327474365.3375,3025271770.34016,-13349881995.1698
2864140.50781,10324226015.5871,2978474420.34029,-13299836295.4196
2864140.50781,10321727262.6073,2931677070.34042,-13250540192.4399
3054627.52695,10347679188.1511,2887674812.62301,-13232299373.2472
3054627.52695,10344006310.7096,2843672554.9056,-13184624238.0882
3054627.52695,10340756641.3429,2802833539.43211,-13140535553.248
3054627.52695,10338256272.8123,2761994523.95862,-13097196169.244
3054627.52695,10368180499.0457,2724829327.82647,-13089955199.3452
3054627.52695,10364508398.4197,2687664131.69432,-13049117902.5871
3054627.52695,10361257409.4367,2657109296.36031,-13015312078.27
3054627.52695,10358755425.3554,2626554461.02629,-12982255258.8547
